date/time	settlement id	type	order id	sku	description	quantity	marketplace	account type	fulfillment	order city	order state	order postal	tax collection model	product sales	product sales tax	shipping credits	shipping credits tax	gift wrap credits	giftwrap credits tax	Regulatory Fee	Tax On Regulatory Fee	promotional rebates	promotional rebates tax	marketplace withheld tax	selling fees	fba fees	other transaction fees	other	total
Feb 21, 2022 6:00:00 AM PST	20000000004	Service Fee			Cost of Advertising			Standard Orders						0	0	0	0	0	0	0	0	0	0	0	0	0	-363.05	0	-363.05
Feb 22, 2022 10:00:22 AM PST	20000000004	Order	111-4420734-7884990	WX-1002-WHT	Premium Wireless Headphones White	1	amazon.com	Standard Orders	Amazon	BALTIMORE	MD	24404	MarketplaceFacilitator	79.99	4.76	0	0	0	0	0	0	-4.0	0	-4.76	-8.87	-3.34	0	0	63.78
Feb 22, 2022 3:36:43 PM PST	20000000004	Order	111-9816043-7322070	CB-4401-USB	USB-C Hub 7-in-1 Adapter	3	amazon.com	Standard Orders	Amazon	NEW ORLEANS	LA	18163	MarketplaceFacilitator	119.97	10.23	0	0	0	0	0	0	-6.0	0	-10.23	-13.95	-10.87	0	0	89.15
Feb 24, 2022 1:59:42 AM PST	20000000004	Order	111-9123194-4225657	WX-1002-WHT	Premium Wireless Headphones White	1	amazon.com	Standard Orders	Amazon	MINNEAPOLIS	MN	54869	MarketplaceFacilitator	79.99	6.18	0	0	0	0	0	0	-0.0	0	-6.18	-10.18	-4.24	0	0	65.57
Feb 25, 2022 6:00:00 AM PST	20000000004	Service Fee			Cost of Advertising			Standard Orders						0	0	0	0	0	0	0	0	0	0	0	0	0	-366.25	0	-366.25
Feb 25, 2022 8:41:27 AM PST	20000000004	Order	111-6319061-9049765	KB-2201-RGB	Mechanical Gaming Keyboard RGB	1	amazon.com	Standard Orders	Amazon	COLUMBUS	OH	49008	MarketplaceFacilitator	119.99	10.63	0	0	0	0	0	0	-6.0	0	-10.63	-15.52	-3.88	0	0	94.59
Feb 25, 2022 6:37:36 PM PST	20000000004	Order	111-3457461-5872986	SL-5501-GRY	Laptop Stand Adjustable Grey	1	amazon.com	Standard Orders	Amazon	NEW YORK	NY	85166	MarketplaceFacilitator	34.99	2.93	0	0	0	0	0	0	-0.0	0	-2.93	-3.73	-4.46	0	0	26.8
Feb 27, 2022 4:59:06 PM PST	20000000005	Order	111-5557052-3303058	MS-3301-ERG	Ergonomic Wireless Mouse	1	amazon.com	Standard Orders	Amazon	INDIANAPOLIS	IN	72793	MarketplaceFacilitator	59.99	3.64	0	0	0	0	0	0	-6.0	0	-3.64	-8.28	-3.04	0	0	42.67
Feb 28, 2022 6:00:00 AM PST	20000000005	Service Fee			Cost of Advertising			Standard Orders						0	0	0	0	0	0	0	0	0	0	0	0	0	-552.25	0	-552.25
Mar 3, 2022 6:00:00 AM PST	20000000005	Service Fee			Cost of Advertising			Standard Orders						0	0	0	0	0	0	0	0	0	0	0	0	0	-286.51	0	-286.51
Mar 3, 2022 8:13:14 AM PST	20000000005	Order	111-2681042-7934046	SL-5501-GRY	Laptop Stand Adjustable Grey	1	amazon.com	Standard Orders	Amazon	COLUMBUS	OH	16653	MarketplaceFacilitator	34.99	2.92	0	0	0	0	0	0	-0.0	0	-2.92	-4.1	-3.78	0	0	27.11
Mar 4, 2022 6:00:00 AM PST	20000000005	Service Fee			Cost of Advertising			Standard Orders						0	0	0	0	0	0	0	0	0	0	0	0	0	-239.78	0	-239.78
Mar 4, 2022 8:47:33 AM PST	20000000005	Order	111-8980915-9010256	MS-3301-ERG	Ergonomic Wireless Mouse	1	amazon.com	Standard Orders	Amazon	CHARLESTON	SC	28018	MarketplaceFacilitator	59.99	3.02	0	0	0	0	0	0	-3.0	0	-3.02	-7.11	-4.36	0	0	45.52
Mar 5, 2022 7:30:54 AM PST	20000000005	Order	111-1625760-3937099	KB-2201-RGB	Mechanical Gaming Keyboard RGB	1	amazon.com	Standard Orders	Amazon	KANSAS CITY	MO	17754	MarketplaceFacilitator	119.99	11.45	0	0	0	0	0	0	-12.0	0	-11.45	-10.35	-3.65	0	0	93.99
Mar 5, 2022 1:12:53 PM PST	20000000005	Order	111-1628578-1155477	WX-1002-WHT	Premium Wireless Headphones White	3	amazon.com	Standard Orders	Amazon	HOUSTON	TX	62034	MarketplaceFacilitator	239.97	21.45	0	0	0	0	0	0	-0.0	0	-21.45	-22.33	-11.99	0	0	205.65
Mar 6, 2022 6:00:00 AM PST	20000000005	Service Fee			Cost of Advertising			Standard Orders						0	0	0	0	0	0	0	0	0	0	0	0	0	-282.81	0	-282.81
Mar 7, 2022 6:00:00 AM PST	20000000005	Service Fee			Cost of Advertising			Standard Orders						0	0	0	0	0	0	0	0	0	0	0	0	0	-329.55	0	-329.55
Mar 7, 2022 10:00:00 AM PST	20000000005	FBA Inventory Fee			FBA storage fee		Amazon.com	Standard Orders						0	0	0	0	0	0	0	0	0	0	0	0	0	0	-313.88	-313.88
Mar 8, 2022 6:00:00 AM PST	20000000005	Service Fee			Cost of Advertising			Standard Orders						0	0	0	0	0	0	0	0	0	0	0	0	0	-297.26	0	-297.26
Mar 9, 2022 6:00:00 AM PST	20000000005	Service Fee			Cost of Advertising			Standard Orders						0	0	0	0	0	0	0	0	0	0	0	0	0	-542.94	0	-542.94
Mar 10, 2022 4:23:13 AM PST	20000000005	Order	111-9459284-8852085	CB-4401-USB	USB-C Hub 7-in-1 Adapter	1	amazon.com	Standard Orders	Amazon	DETROIT	MI	47298	MarketplaceFacilitator	39.99	2.91	0	0	0	0	0	0	-0.0	0	-2.91	-4.99	-3.55	0	0	31.45
Mar 11, 2022 12:23:46 AM PST	20000000005	Order	111-5949685-4240708	WX-1001-BLK	Premium Wireless Headphones Black	1	amazon.com	Standard Orders	Amazon	INDIANAPOLIS	IN	70150	MarketplaceFacilitator	79.99	6.59	0	0	0	0	0	0	-0.0	0	-6.59	-10.42	-2.53	0	0	67.04
Mar 11, 2022 6:00:00 AM PST	20000000005	Service Fee			Cost of Advertising			Standard Orders						0	0	0	0	0	0	0	0	0	0	0	0	0	-199.2	0	-199.2
Mar 12, 2022 6:00:00 AM PST	20000000006	Service Fee			Cost of Advertising			Standard Orders						0	0	0	0	0	0	0	0	0	0	0	0	0	-330.12	0	-330.12
Mar 14, 2022 6:00:00 AM PST	20000000006	Service Fee			Cost of Advertising			Standard Orders						0	0	0	0	0	0	0	0	0	0	0	0	0	-316.88	0	-316.88
Mar 17, 2022 6:00:00 AM PST	20000000006	Service Fee			Cost of Advertising			Standard Orders						0	0	0	0	0	0	0	0	0	0	0	0	0	-275.01	0	-275.01
Mar 17, 2022 8:05:20 PM PST	20000000006	Order	111-3359075-9010350	SL-5501-GRY	Laptop Stand Adjustable Grey	2	amazon.com	Standard Orders	Amazon	LOUISVILLE	KY	66059	MarketplaceFacilitator	69.98	5.3	0	0	0	0	0	0	-0.0	0	-5.3	-6.02	-7.68	0	0	56.28
Mar 20, 2022 6:00:00 AM PST	20000000006	Service Fee			Cost of Advertising			Standard Orders						0	0	0	0	0	0	0	0	0	0	0	0	0	-245.32	0	-245.32
Mar 20, 2022 9:38:27 AM PST	20000000006	Order	111-1191859-5388133	WX-1002-WHT	Premium Wireless Headphones White	1	amazon.com	Standard Orders	Amazon	RICHMOND	VA	40870	MarketplaceFacilitator	79.99	5.79	0	0	0	0	0	0	-8.0	0	-5.79	-7.89	-3.16	0	0	60.94
Mar 22, 2022 6:00:00 AM PST	20000000006	Service Fee			Cost of Advertising			Standard Orders						0	0	0	0	0	0	0	0	0	0	0	0	0	-649.2	0	-649.2
Mar 22, 2022 3:50:28 PM PST	20000000006	Order	111-2969909-5949909	SL-5501-GRY	Laptop Stand Adjustable Grey	1	amazon.com	Standard Orders	Amazon	LAS VEGAS	NV	25495	MarketplaceFacilitator	34.99	2.56	0	0	0	0	0	0	-0.0	0	-2.56	-3.19	-3.87	0	0	27.93
Mar 22, 2022 6:37:36 PM PST	20000000004	Refund	111-2325893-6811015	SL-5501-GRY	Laptop Stand Adjustable Grey	1	amazon.com	Standard Orders	Amazon	NEW YORK	NY	85166	MarketplaceFacilitator	-34.99	-2.93	0	0	0	0	0	0	0	0	2.93	2.98	0	0	0	-32.01
Mar 24, 2022 11:30:33 AM PST	20000000006	Order	111-8899184-4664338	WX-1002-WHT	Premium Wireless Headphones White	1	amazon.com	Standard Orders	Amazon	SEATTLE	WA	72676	MarketplaceFacilitator	79.99	4.61	0	0	0	0	0	0	-4.0	0	-4.61	-10.59	-3.71	0	0	61.69
Mar 25, 2022 6:00:00 AM PST	20000000006	Service Fee			Cost of Advertising			Standard Orders						0	0	0	0	0	0	0	0	0	0	0	0	0	-154.27	0	-154.27
Mar 26, 2022 8:58:51 PM PST	20000000007	Order	111-2882551-2036128	SL-5501-GRY	Laptop Stand Adjustable Grey	2	amazon.com	Standard Orders	Amazon	NEW ORLEANS	LA	20730	MarketplaceFacilitator	69.98	5.34	0	0	0	0	0	0	-7.0	0	-5.34	-8.19	-6.45	0	0	48.34
Mar 28, 2022 6:00:00 AM PST	20000000007	Service Fee			Cost of Advertising			Standard Orders						0	0	0	0	0	0	0	0	0	0	0	0	0	-290.92	0	-290.92
Mar 28, 2022 7:01:29 PM PST	20000000007	Order	111-9201172-2525747	CB-4401-USB	USB-C Hub 7-in-1 Adapter	1	amazon.com	Standard Orders	Amazon	MINNEAPOLIS	MN	29641	MarketplaceFacilitator	39.99	2.33	0	0	0	0	0	0	-0.0	0	-2.33	-5.59	-3.38	0	0	31.02
Mar 31, 2022 5:50:58 AM PST	20000000007	Order	111-6170227-1365247	MS-3301-ERG	Ergonomic Wireless Mouse	2	amazon.com	Standard Orders	Amazon	BOSTON	MA	27294	MarketplaceFacilitator	119.98	9.08	0	0	0	0	0	0	-6.0	0	-9.08	-13.43	-5.23	0	0	95.32
Mar 31, 2022 6:00:00 AM PST	20000000007	Service Fee			Cost of Advertising			Standard Orders						0	0	0	0	0	0	0	0	0	0	0	0	0	-541.56	0	-541.56
Mar 31, 2022 12:56:02 PM PST	20000000007	Order	111-2157949-8920040	WX-1001-BLK	Premium Wireless Headphones Black	2	amazon.com	Standard Orders	Amazon	PORTLAND	OR	19572	MarketplaceFacilitator	159.98	8.36	0	0	0	0	0	0	-0.0	0	-8.36	-16.66	-5.26	0	0	138.06
Apr 2, 2022 4:27:00 AM PST	20000000007	Order	111-7302286-2346371	SL-5501-GRY	Laptop Stand Adjustable Grey	3	amazon.com	Standard Orders	Amazon	KANSAS CITY	MO	65097	MarketplaceFacilitator	104.97	7.21	0	0	0	0	0	0	-5.25	0	-7.21	-14.95	-10.19	0	0	74.58
Apr 4, 2022 6:00:00 AM PST	20000000007	Service Fee			Cost of Advertising			Standard Orders						0	0	0	0	0	0	0	0	0	0	0	0	0	-622.91	0	-622.91
Apr 4, 2022 1:25:38 PM PST	20000000007	Order	111-9872505-3136529	SL-5501-GRY	Laptop Stand Adjustable Grey	2	amazon.com	Standard Orders	Amazon	SEATTLE	WA	95660	MarketplaceFacilitator	69.98	6.51	0	0	0	0	0	0	-3.5	0	-6.51	-6.18	-8.97	0	0	51.33
Apr 5, 2022 6:00:00 AM PST	20000000007	Service Fee			Cost of Advertising			Standard Orders						0	0	0	0	0	0	0	0	0	0	0	0	0	-386.0	0	-386.0
Apr 7, 2022 6:00:00 AM PST	20000000007	Service Fee			Cost of Advertising			Standard Orders						0	0	0	0	0	0	0	0	0	0	0	0	0	-582.73	0	-582.73
Apr 7, 2022 9:09:40 AM PST	20000000007	Order	111-9924365-7363203	WX-1002-WHT	Premium Wireless Headphones White	2	amazon.com	Standard Orders	Amazon	CHARLESTON	SC	12979	MarketplaceFacilitator	159.98	15.83	0	0	0	0	0	0	-8.0	0	-15.83	-17.98	-7.88	0	0	126.12
Apr 7, 2022 10:00:00 AM PST	20000000007	FBA Inventory Fee			FBA storage fee		Amazon.com	Standard Orders						0	0	0	0	0	0	0	0	0	0	0	0	0	0	-249.8	-249.8
Apr 8, 2022 1:26:40 PM PST	20000000007	Order	111-8033690-1262492	WX-1002-WHT	Premium Wireless Headphones White	1	amazon.com	Standard Orders	Amazon	SEATTLE	WA	46129	MarketplaceFacilitator	79.99	4.75	0	0	0	0	0	0	-0.0	0	-4.75	-11.3	-4.03	0	0	64.66
Apr 9, 2022 2:21:17 AM PST	20000000007	Order	111-7748892-8364573	WX-1001-BLK	Premium Wireless Headphones Black	1	amazon.com	Standard Orders	Amazon	HOUSTON	TX	68515	MarketplaceFacilitator	79.99	6.39	0	0	0	0	0	0	-0.0	0	-6.39	-10.34	-2.6	0	0	67.05
Apr 9, 2022 6:00:00 AM PST	20000000008	Service Fee			Cost of Advertising			Standard Orders						0	0	0	0	0	0	0	0	0	0	0	0	0	-263.46	0	-263.46
Apr 11, 2022 6:00:00 AM PST	20000000008	Service Fee			Cost of Advertising			Standard Orders						0	0	0	0	0	0	0	0	0	0	0	0	0	-387.22	0	-387.22
Apr 12, 2022 1:47:31 AM PST	20000000008	Order	111-6350316-6379867	WX-1002-WHT	Premium Wireless Headphones White	2	amazon.com	Standard Orders	Amazon	CHARLESTON	SC	17398	MarketplaceFacilitator	159.98	9.12	0	0	0	0	0	0	-16.0	0	-9.12	-23.92	-5.94	0	0	114.12
Apr 13, 2022 3:05:17 AM PST	20000000008	Order	111-3938247-8167236	WX-1002-WHT	Premium Wireless Headphones White	3	amazon.com	Standard Orders	Amazon	NASHVILLE	TN	38972	MarketplaceFacilitator	239.97	16.96	0	0	0	0	0	0	-24.0	0	-16.96	-23.82	-10.84	0	0	181.31
Apr 14, 2022 12:30:32 AM PST	20000000008	Order	111-3503456-6031294	WX-1001-BLK	Premium Wireless Headphones Black	3	amazon.com	Standard Orders	Amazon	KANSAS CITY	MO	97994	MarketplaceFacilitator	239.97	16.57	0	0	0	0	0	0	-12.0	0	-16.57	-28.01	-11.68	0	0	188.28
Apr 15, 2022 6:00:00 AM PST	20000000008	Service Fee			Cost of Advertising			Standard Orders						0	0	0	0	0	0	0	0	0	0	0	0	0	-511.26	0	-511.26
Apr 15, 2022 8:40:27 AM PST	20000000008	Order	111-7923579-7987842	CB-4401-USB	USB-C Hub 7-in-1 Adapter	1	amazon.com	Standard Orders	Amazon	NEW ORLEANS	LA	39536	MarketplaceFacilitator	39.99	2.6	0	0	0	0	0	0	-0.0	0	-2.6	-5.18	-4.11	0	0	30.7
Apr 16, 2022 12:17:35 PM PST	20000000008	Order	111-2551288-9986473	WX-1002-WHT	Premium Wireless Headphones White	1	amazon.com	Standard Orders	Amazon	ATLANTA	GA	36651	MarketplaceFacilitator	79.99	5.32	0	0	0	0	0	0	-0.0	0	-5.32	-6.84	-3.4	0	0	69.75
Apr 16, 2022 12:56:02 PM PST	20000000007	Refund	111-4019585-3272119	WX-1001-BLK	Premium Wireless Headphones Black	2	amazon.com	Standard Orders	Amazon	PORTLAND	OR	19572	MarketplaceFacilitator	-159.98	-8.36	0	0	0	0	0	0	0	0	8.36	13.33	0	0	0	-146.65
Apr 16, 2022 3:38:19 PM PST	20000000008	Order	111-4640933-9042900	WX-1002-WHT	Premium Wireless Headphones White	1	amazon.com	Standard Orders	Amazon	RICHMOND	VA	98299	MarketplaceFacilitator	79.99	6.42	0	0	0	0	0	0	-8.0	0	-6.42	-6.62	-2.65	0	0	62.72
Apr 17, 2022 5:14:41 PM PST	20000000008	Order	111-5070038-4431161	KB-2201-RGB	Mechanical Gaming Keyboard RGB	1	amazon.com	Standard Orders	Amazon	SALT LAKE CITY	UT	12009	MarketplaceFacilitator	119.99	7.27	0	0	0	0	0	0	-6.0	0	-7.27	-11.2	-3.98	0	0	98.81
Apr 18, 2022 10:10:48 AM PST	20000000008	Order	111-7033835-9603633	WX-1002-WHT	Premium Wireless Headphones White	1	amazon.com	Standard Orders	Amazon	CHARLESTON	SC	47101	MarketplaceFacilitator	79.99	5.52	0	0	0	0	0	0	-0.0	0	-5.52	-9.39	-3.22	0	0	67.38
Apr 19, 2022 2:41:21 AM PST	20000000008	Order	111-7944595-1766977	MS-3301-ERG	Ergonomic Wireless Mouse	1	amazon.com	Standard Orders	Amazon	INDIANAPOLIS	IN	71537	MarketplaceFacilitator	59.99	5.28	0	0	0	0	0	0	-0.0	0	-5.28	-6.14	-2.91	0	0	50.94
Apr 19, 2022 6:00:00 AM PST	20000000008	Service Fee			Cost of Advertising			Standard Orders						0	0	0	0	0	0	0	0	0	0	0	0	0	-320.33	0	-320.33
Apr 20, 2022 6:00:00 AM PST	20000000008	Service Fee			Cost of Advertising			Standard Orders						0	0	0	0	0	0	0	0	0	0	0	0	0	-306.54	0	-306.54
Apr 20, 2022 10:09:51 AM PST	20000000008	Order	111-3557039-4291551	WX-1002-WHT	Premium Wireless Headphones White	2	amazon.com	Standard Orders	Amazon	LOS ANGELES	CA	44180	MarketplaceFacilitator	159.98	12.42	0	0	0	0	0	0	-0.0	0	-12.42	-19.34	-7.88	0	0	132.76
Apr 22, 2022 6:00:00 AM PST	20000000008	Service Fee			Cost of Advertising			Standard Orders						0	0	0	0	0	0	0	0	0	0	0	0	0	-364.4	0	-364.4
Apr 22, 2022 11:18:44 PM PST	20000000008	Order	111-9230828-8731427	MS-3301-ERG	Ergonomic Wireless Mouse	1	amazon.com	Standard Orders	Amazon	COLUMBUS	OH	75444	MarketplaceFacilitator	59.99	4.65	0	0	0	0	0	0	-3.0	0	-4.65	-8.76	-3.18	0	0	45.05
Apr 23, 2022 6:13:19 AM PST	20000000009	Order	111-9790328-1567468	KB-2201-RGB	Mechanical Gaming Keyboard RGB	1	amazon.com	Standard Orders	Amazon	INDIANAPOLIS	IN	81636	MarketplaceFacilitator	119.99	8.93	0	0	0	0	0	0	-0.0	0	-8.93	-17.3	-3.58	0	0	99.11
Apr 24, 2022 9:33:09 AM PST	20000000009	Order	111-2140312-3533857	WX-1001-BLK	Premium Wireless Headphones Black	3	amazon.com	Standard Orders	Amazon	LAS VEGAS	NV	16358	MarketplaceFacilitator	239.97	21.17	0	0	0	0	0	0	-0.0	0	-21.17	-26.12	-12.56	0	0	201.29
Apr 25, 2022 1:52:02 PM PST	20000000009	Order	111-7901115-1198826	WX-1001-BLK	Premium Wireless Headphones Black	1	amazon.com	Standard Orders	Amazon	LAS VEGAS	NV	90808	MarketplaceFacilitator	79.99	7.65	0	0	0	0	0	0	-8.0	0	-7.65	-10.09	-2.53	0	0	59.37
Apr 25, 2022 3:22:23 PM PST	20000000009	Order	111-9797727-3498085	KB-2201-RGB	Mechanical Gaming Keyboard RGB	1	amazon.com	Standard Orders	Amazon	LOUISVILLE	KY	98346	MarketplaceFacilitator	119.99	8.58	0	0	0	0	0	0	-0.0	0	-8.58	-17.49	-2.86	0	0	99.64
Apr 26, 2022 6:00:00 AM PST	20000000009	Service Fee			Cost of Advertising			Standard Orders						0	0	0	0	0	0	0	0	0	0	0	0	0	-254.79	0	-254.79
Apr 28, 2022 8:42:40 AM PST	20000000009	Order	111-8700704-5080351	CB-4401-USB	USB-C Hub 7-in-1 Adapter	1	amazon.com	Standard Orders	Amazon	LOUISVILLE	KY	56457	MarketplaceFacilitator	39.99	2.53	0	0	0	0	0	0	-2.0	0	-2.53	-4.31	-3.25	0	0	30.43
